player_id,player_name,first_name,last_name,headshot_url
8482699,Dylan Guenther,Dylan,Guenther,https://assets.nhle.com/mugs/nhl/latest/8482699.png
8482702,Logan Stankoven,Logan,Stankoven,https://assets.nhle.com/mugs/nhl/latest/8482702.png
8482703,Colton Dach,Colton,Dach,https://assets.nhle.com/mugs/nhl/latest/8482703.png
8482705,Cole Sillinger,Cole,Sillinger,https://assets.nhle.com/mugs/nhl/latest/8482705.png
8482713,Mackie Samoskevich,Mackie,Samoskevich,https://assets.nhle.com/mugs/nhl/latest/8482713.png
8482720,Matthew Knies,Matthew,Knies,https://assets.nhle.com/mugs/nhl/latest/8482720.png
8482726,Samuel Helenius,Samuel,Helenius,https://assets.nhle.com/mugs/nhl/latest/8482726.png
8482730,Brandt Clarke,Brandt,Clarke,https://assets.nhle.com/mugs/nhl/latest/8482730.png
8482733,Logan Mailloux,Logan,Mailloux,https://assets.nhle.com/mugs/nhl/latest/8482733.png
8482737,Zack Bolduc,Zack,Bolduc,https://assets.nhle.com/mugs/nhl/latest/8482737.png
8482740,Wyatt Johnston,Wyatt,Johnston,https://assets.nhle.com/mugs/nhl/latest/8482740.png
8482745,Mason McTavish,Mason,McTavish,https://assets.nhle.com/mugs/nhl/latest/8482745.png
